depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-000015,-0.2240974823318148,NCI-H1581,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000045,-0.0484402556256792,MV4-11,Acute Myeloid Leukemia,Myeloid,False,CD276
ACH-000094,-0.1501949815230991,HPAF-II,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000096,-0.2606361783876212,G-401,Rhabdoid Cancer,Kidney,False,CD276
ACH-000099,-0.2983313794404109,SIMA,Neuroblastoma,Peripheral Nervous System,False,CD276
ACH-000167,0.1393609006781741,KE-97,Mature B-Cell Neoplasms,Lymphoid,False,CD276
ACH-000178,-0.1519405349136623,Hs 766T,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000213,-0.2647946546450494,HUP-T4,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000216,-0.0883137045806854,JH-EsoAd1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-000223,-0.220714081845769,HCC1937,Invasive Breast Carcinoma,Breast,False,CD276
ACH-000247,-0.1301398169753721,OCUM-1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-000261,-0.2994807218240778,RERF-LC-AI,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000262,-0.1682596923624261,UOK101,Renal Cell Carcinoma,Kidney,False,CD276
ACH-000286,0.0373326775374901,SNU-1033,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000312,-0.3462549780025179,SK-N-BE(2),Neuroblastoma,Peripheral Nervous System,False,CD276
ACH-000320,-0.1248970472128956,PSN1,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000341,-0.119744778512703,SK-N-FI,Neuroblastoma,Peripheral Nervous System,False,CD276
ACH-000354,-0.3375990905051631,Capan-1,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000373,-0.2444279426499711,SKM-1,Acute Myeloid Leukemia,Myeloid,False,CD276
ACH-000402,0.0754588292527164,BL-70,Mature B-Cell Neoplasms,Lymphoid,False,CD276
ACH-000416,-0.2562947038883666,NCI-H838,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000435,-0.541166583033619,EFE-184,Endometrial Carcinoma,Uterus,True,CD276
ACH-000437,-0.0262701338022004,SW 1088,Diffuse Glioma,CNS/Brain,False,CD276
ACH-000450,-0.113361276151169,MEL-HO,Melanoma,Skin,False,CD276
ACH-000478,-0.3364265394662059,SNU-387,Hepatocellular Carcinoma,Liver,False,CD276
ACH-000483,-0.0703775427462789,SNU-182,Hepatocellular Carcinoma,Liver,False,CD276
ACH-000493,-0.0532974507945621,SNU-423,Hepatocellular Carcinoma,Liver,False,CD276
ACH-000514,-0.1688634619971891,NCI-H1092,Lung Neuroendocrine Tumor,Lung,False,CD276
ACH-000516,-0.2767093883430399,CAL-78,Chondrosarcoma,Bone,False,CD276
ACH-000535,-0.3894253422963928,BxPC-3,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000544,-0.1700460327513493,OE21,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CD276
ACH-000563,-0.0867096678155938,EBC-1,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000592,-0.1799777894644933,TM-31,Diffuse Glioma,CNS/Brain,False,CD276
ACH-000599,-0.3006809443976124,PA-TU-8902,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000614,-0.2816873607300626,RVH-421,Melanoma,Skin,False,CD276
ACH-000618,0.018718149995469,SNU-1041,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CD276
ACH-000652,-0.2597941736990762,SUIT-2,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000656,0.0645590157417245,SU-DHL-8,Mature B-Cell Neoplasms,Lymphoid,False,CD276
ACH-000695,-0.391013559391085,COR-L47,Lung Neuroendocrine Tumor,Lung,False,CD276
ACH-000717,-0.2025067647065388,COLO-680N,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CD276
ACH-000719,-0.0686663660695189,RMG-I,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CD276
ACH-000748,-0.0549764040840671,SJSA-1,Osteosarcoma,Bone,False,CD276
ACH-000777,-0.085915999129433,KYSE-30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CD276
ACH-000784,-0.4019031901920307,KYSE-70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CD276
ACH-000793,-0.1505948092503777,KATO III,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-000798,-0.1951548419833282,CL-40,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000820,-0.0767069957642786,SW403,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000839,-0.1159890598916694,SCaBER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,False,CD276
ACH-000862,-0.3988198621563975,KMBC-2,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,False,CD276
ACH-000872,0.0477525262623727,HCC515,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000876,-0.0682989597204108,MDA-MB-415,Invasive Breast Carcinoma,Breast,False,CD276
ACH-000888,-0.2283633672036719,NCI-H1793,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000906,-0.1543506744550536,ES-2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CD276
ACH-000912,-0.1639181723427092,NCI-H2286,Lung Neuroendocrine Tumor,Lung,False,CD276
ACH-000913,-0.1022920220638169,ESS-1,Uterine Sarcoma/Mesenchymal,Uterus,False,CD276
ACH-000922,-0.1072174290018938,RCH-ACV,B-Cell Acute Lymphoblastic Leukemia,Lymphoid,False,CD276
ACH-000928,-0.2925596065456696,JHUEM-1,Endometrial Carcinoma,Uterus,False,CD276
ACH-000934,-0.1193984338000927,MDA-MB-361,Invasive Breast Carcinoma,Breast,False,CD276
ACH-000937,-0.1875086041852171,PF-382,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,False,CD276
ACH-000943,-0.1996894125155193,RKO,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000950,0.0878056527020513,LoVo,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000953,-0.2370743210129559,SUP-T1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,False,CD276
ACH-000957,-0.3097435427755653,LS 180,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000960,-0.1331084739822399,Reh,B-Cell Acute Lymphoblastic Leukemia,Lymphoid,False,CD276
ACH-000969,-0.0482832476471393,KM12,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000994,-0.1110874197833154,HEC-59,Endometrial Carcinoma,Uterus,False,CD276
ACH-001228,-0.4325177897622578,UPCI-SCC-152,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CD276
ACH-001329,-0.1740839384156435,ANGM-CSS,Diffuse Glioma,CNS/Brain,False,CD276
ACH-001374,-0.2382783683685457,PA-1 [PA1],Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,False,CD276
ACH-001393,-0.2221070155420765,SUM-190PT,Invasive Breast Carcinoma,Breast,False,CD276
ACH-001418,-0.2588882195788797,UWB1.289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CD276
ACH-001419,-0.0004673625237077,VP229,Invasive Breast Carcinoma,Breast,False,CD276
ACH-001497,-0.350439492486531,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-001513,-0.3575862783248078,HCA-1,Cervical Adenocarcinoma,Cervix,False,CD276
ACH-001539,-0.4327198593197682,KML-1,Mature B-Cell Neoplasms,Lymphoid,False,CD276
ACH-001544,0.0342133508330993,KYAE-1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-001570,-0.13854107507823,MM426,Melanoma,Skin,False,CD276
ACH-001603,0.027593675572839,NH-12,Neuroblastoma,Peripheral Nervous System,False,CD276
ACH-001650,-0.1798320037071453,SISO,Cervical Adenocarcinoma,Cervix,False,CD276
ACH-001675,-0.0276523544871678,TR146,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CD276
ACH-001794,-0.2053876210337505,93T449,Liposarcoma,Soft Tissue,False,CD276
ACH-001802,-0.2506946368447124,LPS853,Liposarcoma,Soft Tissue,False,CD276
ACH-001972,-0.2649543276281002,MM473,Melanoma,Skin,False,CD276
ACH-001993,-0.1937713672977428,NALM-16,B-Cell Acute Lymphoblastic Leukemia,Lymphoid,False,CD276
ACH-002002,-0.0902049787586873,A375 SKIN CJ2,Melanoma,Skin,False,CD276
ACH-002052,-0.2282246792029577,Lu-139,Lung Neuroendocrine Tumor,Lung,False,CD276
ACH-002055,-0.1611938888754953,TL-1,Mature B-Cell Neoplasms,Lymphoid,False,CD276
ACH-002161,-0.0650882193778394,MKN28,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-002263,-0.2771850215343563,KYSE-220,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CD276
ACH-002284,-0.0057017042573723,NB6,Neuroblastoma,Peripheral Nervous System,False,CD276
ACH-002463,-0.2029243655755142,RPE1-ss77,Non-Cancerous,Eye,False,CD276
ACH-002471,-0.3040801324230115,OS052,Osteosarcoma,Bone,False,CD276
ACH-002511,-0.1618544352477756,M104325,Melanoma,Skin,False,CD276
ACH-002512,-0.251829095617699,MM160113,Melanoma,Skin,False,CD276
ACH-002654,0.0064443670530681,JVE-015,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-002780,-0.0576238254525502,NCC-ES1-C1,Ewing Sarcoma,Bone,False,CD276
ACH-002784,-0.1533247504604479,NCC-UPS2-C1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,False,CD276
ACH-002799,-0.0635071889275103,NCC-MPNST1-C1,Nerve Sheath Tumor,Peripheral Nervous System,False,CD276
ACH-002806,-0.2413893726189614,TB096,Diffuse Glioma,CNS/Brain,False,CD276
ACH-000018,-0.3476011242451707,T24,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,False,CD276
ACH-000029,-0.2556147759016092,HCC-827-GR5,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000036,-0.2654722774203723,U343,Diffuse Glioma,CNS/Brain,False,CD276
ACH-000048,-0.2729368159564456,TOV-112D,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CD276
ACH-000053,-0.278051545526403,KARPAS-299,Mature T and NK Neoplasms,Lymphoid,False,CD276
ACH-000087,-0.3754228861774306,SK-ES-1,Ewing Sarcoma,Bone,False,CD276
ACH-000097,-0.1344169105474138,ZR-75-1,Invasive Breast Carcinoma,Breast,False,CD276
ACH-000108,-0.110134260491095,KP-3,Adenosquamous Carcinoma of the Pancreas,Pancreas,False,CD276
ACH-000120,-0.6512491728767025,CHP-212,Neuroblastoma,Peripheral Nervous System,True,CD276
ACH-000143,-0.166199099733544,HCC2429,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000183,-0.2778106727523571,L-363,Mature B-Cell Neoplasms,Lymphoid,False,CD276
ACH-000190,-0.0139848780908572,HD-MY-Z,Acute Myeloid Leukemia,Myeloid,False,CD276
ACH-000195,0.2829910939939091,Set-2,Acute Myeloid Leukemia,Myeloid,False,CD276
ACH-000198,-0.1651900662769204,EOL-1,Acute Myeloid Leukemia,Myeloid,False,CD276
ACH-000235,-0.2697831070967172,Panc 04.03,Pancreatic Adenocarcinoma,Pancreas,False,CD276
ACH-000255,-0.2233573659290613,LMSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CD276
ACH-000258,-0.6981751695246804,Du4475,Invasive Breast Carcinoma,Breast,True,CD276
ACH-000304,-0.4206073535669815,WM-115,Melanoma,Skin,False,CD276
ACH-000311,-0.3428616511155237,NCI-H2122,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000339,-0.264206263295491,HCC-461,Non-Small Cell Lung Cancer,Lung,False,CD276
ACH-000350,-0.413797397153956,COLO-678,Colorectal Adenocarcinoma,Bowel,False,CD276
ACH-000361,-0.4820688423631388,SK-HEP-1,Hepatocellular Carcinoma,Liver,False,CD276
ACH-000375,-0.2100298762982313,G-402,Rhabdoid Cancer,Kidney,False,CD276
ACH-000389,-0.3177624438711078,H4,Diffuse Glioma,CNS/Brain,False,CD276
ACH-000391,-0.3067675806332085,MHH-ES-1,Ewing Sarcoma,Bone,False,CD276
