depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-001820,-0.0494329075204127,COLO 824,"Breast Neoplasm, NOS",Breast,False,CA9
ACH-001848,-0.1349678876398092,MGH-ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CA9
ACH-001977,0.0338958308632321,NO36,Pleural Mesothelioma,Pleura,False,CA9
ACH-002018,-0.0597856925150614,Omm2.5,Ocular Melanoma,Eye,False,CA9
ACH-002069,0.0511105384370197,HS-Os-1,Osteosarcoma,Bone,False,CA9
ACH-002202,0.1808748411601736,TMK-1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
ACH-002269,-0.172831061966964,LNZTA3WT4,Diffuse Glioma,CNS/Brain,False,CA9
ACH-002285,-0.079373196209314,NB7,Neuroblastoma,Peripheral Nervous System,False,CA9
ACH-002490,-0.3863428514364718,NCI-H1882,Lung Neuroendocrine Tumor,Lung,False,CA9
ACH-002687,-0.0932653457225545,WM3772F,Ocular Melanoma,Eye,False,CA9
ACH-002708,-0.063915918083855,DL-221,Liposarcoma,Soft Tissue,False,CA9
ACH-002782,-0.1094308787228809,NCC-UPS1-C1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,False,CA9
ACH-002785,0.0257529406865361,NCC-LMS1-C1,Leiomyosarcoma,Soft Tissue,False,CA9
ACH-003012,0.0602556528453593,A549_CRAF_KD,Non-Small Cell Lung Cancer,Lung,False,CA9
