cancer_type,endpoint,n_high,n_low,log_rank_p,log_rank_stat,significant,hazard_ratio,hr_lower_95,hr_upper_95,p_value,n_samples
PRAD,PFI,51.0,109.0,0.36235071101419203,0.8297296643631075,False,,,,,
SARC,OS,41.0,94.0,0.9650141344119891,0.001923904904057111,False,,,,,
SARC,OS,,,,,False,0.9936573698994269,0.8669064559789403,1.1389406111187528,0.9271843787961224,135.0
SARC,PFI,41.0,94.0,0.4512563336711547,0.5674943066085751,False,,,,,
SKCM,OS,73.0,49.0,0.1387248484402242,2.1920469487361007,False,,,,,
SKCM,OS,,,,,False,0.9501296223794445,0.8755024646403023,1.0311179417339464,0.22029876876811777,122.0
SKCM,PFI,73.0,49.0,0.25518366269957354,1.294699679168396,False,,,,,
STAD,OS,107.0,25.0,0.924083174886542,0.009080498541053628,False,,,,,
STAD,OS,,,,,False,1.014388960520889,0.9008095682041013,1.142289113644835,0.813586979400496,132.0
STAD,PFI,107.0,25.0,0.5231965313377205,0.40758752049998737,False,,,,,
TGCT,OS,,,,,False,1.07980191477726,0.5752781440243199,2.02679727583627,0.811120339885979,87.0
THCA,OS,55.0,104.0,0.6697813295702296,0.1818580159001429,False,,,,,
THCA,OS,,,,,False,1.0634051123898487,0.8132040351880763,1.3905863524094915,0.6533051740644273,159.0
THCA,PFI,55.0,104.0,0.16016694951508337,1.9726491563729136,False,,,,,
THYM,OS,98.0,23.0,0.4844840580561369,0.48875307254329337,False,,,,,
THYM,OS,,,,,False,1.0149037683565976,0.757560161466296,1.3596671411954235,0.9210211301998164,121.0
THYM,PFI,98.0,23.0,0.590022476538316,0.29030916757553105,False,,,,,
UCEC,OS,89.0,32.0,0.5394408667289917,0.3765770343658957,False,,,,,
UCEC,OS,,,,,False,1.0177838997474868,0.8258474943025225,1.2543285215874733,0.8686841527121545,121.0
UCEC,PFI,89.0,32.0,0.9402675336804441,0.005615046120107872,False,,,,,
