depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-000947,-0.044421699052295,OVK18,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-000993,-0.0051340069653923,JHUEM-7,Endometrial Carcinoma,Uterus,False,CLDN18
ACH-001029,0.0050063477991425,CHLA-10,Ewing Sarcoma,Bone,False,CLDN18
ACH-001190,0.0199357172795516,SK-MEL-2,Melanoma,Skin,False,CLDN18
ACH-001194,-0.1307238838488842,SK-RC-31,Renal Cell Carcinoma,Kidney,False,CLDN18
ACH-001278,-0.0186745946404876,BIN-67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-001300,-0.0976150560235623,CHLA-15,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-001318,0.0998193726080282,PLC/PRF/5,Hepatocellular Carcinoma,Liver,False,CLDN18
ACH-001375,0.0387287867243337,PACADD-119,Pancreatic Adenocarcinoma,Pancreas,False,CLDN18
ACH-001532,0.1431516737835846,JMU-RTK-2,Rhabdoid Cancer,Kidney,False,CLDN18
ACH-001568,0.0062680771826293,MM386,Melanoma,Skin,False,CLDN18
ACH-001578,-0.2103895753030452,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,False,CLDN18
ACH-001610,-0.1807076512540034,NP 5,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-001611,0.1926630571868085,NP 8,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-001624,0.0993306464745407,Onda 9,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-001632,-0.1201643905956513,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-001656,0.0648810160284093,SKNO-1,Acute Myeloid Leukemia,Myeloid,False,CLDN18
ACH-001707,-0.028472224356361,WA-OSEL,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-001735,-0.0034628701233818,SEMK2,B-Cell Acute Lymphoblastic Leukemia,Lymphoid,False,CLDN18
ACH-001804,-0.0103879889126397,LPS510,Liposarcoma,Soft Tissue,False,CLDN18
ACH-001835,-0.0674176641969813,MGH-ICC10-6,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CLDN18
ACH-001841,0.0327240076711553,MGH-ECC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CLDN18
ACH-001844,-0.0914736690000344,MGH-ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CLDN18
ACH-001986,-0.0078999597695716,NZM42,Melanoma,Skin,False,CLDN18
ACH-001999,0.1859996968190869,950-5-BIK,Pancreatic Adenocarcinoma,Pancreas,False,CLDN18
ACH-002001,-0.0350106138178826,A375 SKIN CJ1,Melanoma,Skin,False,CLDN18
ACH-002004,-0.3160683766248239,UACC62 SKIN CJ1,Melanoma,Skin,False,CLDN18
ACH-002014,-0.1987862209589321,Mel270,Ocular Melanoma,Eye,False,CLDN18
ACH-002042,-0.0907063935778682,T3M-5,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-002061,-0.2409214753190046,P2UR/K-562,Myeloproliferative Neoplasms,Myeloid,False,CLDN18
ACH-002077,-0.1455426733477804,Lu-165,Lung Neuroendocrine Tumor,Lung,False,CLDN18
ACH-002106,-0.090016760945238,ES5,Ewing Sarcoma,Bone,False,CLDN18
ACH-002110,-0.0889070594950507,EW-1,Ewing Sarcoma,Bone,False,CLDN18
ACH-002150,-0.0744852036933119,LB1047-RCC,Renal Cell Carcinoma,Kidney,False,CLDN18
ACH-002183,-0.1384725332293118,OVMIU,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-002186,-0.1427375503224842,PL4,Pancreatic Adenocarcinoma,Pancreas,False,CLDN18
ACH-002229,0.0105056370439834,D-502MG,Diffuse Glioma,CNS/Brain,False,CLDN18
